,id
221,8879
222,5359
223,3809
224,6107
225,8461
226,2261
227,2172
228,3934
229,7986
230,3545
231,2478
232,4753
233,6426
234,2906
235,5439
236,7607
237,2555
238,3062
239,9287
240,1496
241,3944
242,8363
243,4144
244,2240
245,996
246,8631
247,2337
249,1149
250,4578
251,744
252,2150
253,9460
254,8842
255,3079
256,684
257,1627
258,5240
259,6369
260,435
261,5599
262,7853
263,614
264,3580
265,1995
266,3150
267,9968
268,3440
269,5106
270,7799
271,9632
272,92
273,2979
274,4762
275,5856
276,5813
277,6770
278,7087
279,2826
280,5455
281,9225
282,1037
283,5193
284,7861
285,5167
286,603
287,7928
288,810
289,2287
290,9350
291,566
292,4889
293,2061
294,1766
295,6419
296,6303
297,1470
298,4382
299,6193
300,1926
301,7684
302,7273
303,803
304,9061
306,9550
307,9871
308,8412
309,5602
310,6944
311,1086
312,977
313,7133
314,1042
315,1325
316,236
317,9615
318,2080
319,4640
320,6535
321,2760
322,131
323,4801
324,292
325,7124
326,4286
327,7093
328,65
329,9238
331,5187
332,1180
333,4758
334,7670
335,7789
336,5458
337,140
338,3872
339,4981
340,2984
341,5841
342,5649
344,2190
346,8647
347,8364
348,5652
349,6915
350,8633
351,1784
352,9694
353,8408
354,5305
355,6273
356,6776
357,6099
358,9490
359,3608
360,6554
361,9304
362,2073
363,774
364,5424
365,3681
366,7331
367,2895
368,5694
369,6678
370,4673
371,194
372,4850
373,6299
374,1163
375,8139
376,8400
377,1296
378,2263
379,1255
380,2085
381,3117
382,3616
383,8912
384,6809
385,1219
386,5473
387,2472
388,7338
389,3817
390,5551
392,1691
393,1111
394,3304
395,3301
396,89
397,542
398,5464
399,4421
400,7302
401,9005
402,6567
403,4856
404,8701
405,9655
406,8504
407,7875
408,6275
409,1568
410,6653
411,9385
412,4029
413,8224
414,9771
415,4971
416,4607
417,4871
418,1841
419,8893
420,2621
421,8577
422,7742
423,1347
424,2761
425,8457
426,5544
427,8090
428,789
429,1571
430,5903
431,2117
432,1664
433,6559
434,8850
435,6407
436,7588
437,793
438,2969
439,7563
440,8530
441,2863
442,2876
443,797
444,1409
445,3518
446,7011
447,8909
448,2865
449,7881
450,6832
451,3929
452,6252
453,4623
454,3151
455,9741
456,1429
457,4047
458,5510
459,5382
460,6578
461,3953
462,6021
463,4206
464,3471
465,1007
466,9330
467,4573
468,2601
469,5235
470,2071
471,7700
472,1804
473,4683
474,550
475,3980
477,1891
478,6526
479,727
480,6205
481,2252
482,2412
483,1291
484,169
485,206
486,8536
487,9698
488,59
489,9751
490,8589
491,4341
492,1889
493,2521
494,1408
495,6254
496,6092
497,8942
499,6169
500,9467
501,5381
502,735
503,5591
504,5416
505,9519
506,5857
507,2476
508,87
509,2213
510,226
511,9290
512,6875
513,2430
514,9471
515,3816
516,2641
517,4110
518,8337
519,1607
520,2317
521,8947
522,5426
523,6512
524,9401
525,9820
526,8978
527,2234
528,5997
529,1990
530,2179
532,4639
533,3447
534,8828
535,8624
536,8200
537,2540
538,9086
539,2356
540,4146
541,780
542,4077
543,5174
544,2823
545,4739
546,5288
547,7495
548,5158
549,952
550,9067
551,8886
552,2675
553,1696
554,6284
555,8471
556,5547
557,9633
558,7529
559,8730
560,3775
561,4458
562,4701
563,6387
564,6778
565,4470
566,8967
567,6093
568,7202
569,8271
570,9456
571,4672
572,9281
573,8181
574,4028
575,7630
576,3974
577,9334
578,6026
579,8480
580,1924
581,3373
582,1823
583,3721
584,7113
585,1727
586,7330
587,4255
588,114
589,7000
590,5622
591,2747
592,8013
593,6012
594,1259
595,7012
596,2276
598,8782
599,9223
600,3671
601,9797
602,1836
603,7417
604,5834
605,2704
607,3078
608,2030
609,1509
610,510
611,1589
612,4285
613,8683
614,8827
616,5987
617,3147
618,1615
619,1324
620,8320
621,9009
622,1689
623,992
624,3525
625,9503
626,6237
627,8685
628,5942
629,8849
631,6365
632,2527
633,2719
634,2678
635,5427
636,1899
637,3999
638,8234
639,6090
640,864
641,1501
642,8526
643,2338
644,8670
645,3431
646,3697
647,8113
648,4159
649,1861
650,2333
651,5211
652,1018
653,157
654,898
655,9049
656,2475
657,823
658,3123
659,9051
660,5712
661,8525
662,6984
663,6020
664,9690
665,9641
666,6743
667,2239
668,2482
669,3743
670,7545
671,2679
672,1490
673,7265
674,117
675,982
676,4457
677,7234
678,7324
679,3711
680,32
681,5654
682,400
683,3233
684,8613
685,6272
686,535
687,4422
688,1439
689,4335
690,9681
691,4842
692,7323
693,4019
694,9650
695,9102
696,1682
697,334
698,6326
699,1798
700,9513
701,229
702,3073
703,4145
704,5222
705,639
706,6818
707,573
708,377
709,4773
710,3498
711,1633
712,3435
713,2954
714,8574
715,8083
716,2700
717,7927
718,2175
719,8777
720,6786
721,4747
722,4703
723,8164
724,4085
725,7167
726,1460
727,8353
728,9130
729,7744
730,3827
731,4960
732,7869
733,3387
734,4405
735,2642
736,5808
737,7438
738,4163
739,1754
740,1897
741,2681
742,1644
743,135
744,7797
745,3127
746,7792
747,5259
748,6609
749,3847
750,8479
751,5999
752,5068
753,2693
754,6951
755,1619
756,452
757,5777
758,3979
759,9754
760,8923
761,4679
762,7013
764,9926
765,2528
766,7239
767,8551
768,8858
769,6209
770,9129
771,7625
772,325
773,2298
774,3739
775,7631
776,9638
777,6406
778,2442
779,5125
780,9357
781,7921
782,680
783,8946
784,2767
785,5246
786,586
787,6425
788,8788
789,5014
790,7015
791,2836
793,4295
794,1743
795,1104
796,995
797,5611
798,5270
799,5469
800,7243
801,668
802,8047
803,1205
804,1098
805,5496
806,8242
807,9790
808,2377
809,9044
810,6465
811,8965
812,2635
813,147
814,3835
815,6906
816,1499
817,8097
818,8622
819,7290
820,2249
821,2653
822,8112
823,6213
824,3725
825,8837
826,2034
827,462
828,8592
829,8007
830,5962
831,6337
832,2883
834,3014
835,935
836,4605
837,9073
838,267
839,3912
841,5913
842,3148
843,9625
844,1702
845,1083
846,8722
847,5719
848,9011
849,5878
850,9534
851,4565
852,2065
853,1596
854,1383
855,3100
856,7703
857,7149
858,6336
859,9905
860,1495
861,4882
862,5110
863,1425
864,3281
865,8543
866,156
867,26
868,8711
869,4376
870,4404
871,2999
872,3509
873,8922
874,1584
875,4439
876,3742
877,9099
878,9048
879,4794
880,1510
881,5768
882,8373
883,7548
884,7100
885,4167
886,2084
887,1886
888,893
889,8896
890,2295
891,3200
892,9276
893,8615
894,6008
895,8694
896,4332
897,235
898,1566
899,6381
900,2536
901,9127
902,102
903,5071
904,6659
905,7203
906,4296
907,3693
908,2269
909,8634
910,4053
911,7173
912,1155
913,1416
914,6388
915,7422
916,6132
917,9327
918,8876
919,6294
920,997
921,9014
922,5052
923,2624
924,3738
925,6308
926,2712
927,1251
928,9446
929,3501
930,3532
931,6305
932,2686
933,7989
934,5277
935,7954
936,8586
937,3761
938,417
939,8248
941,5683
942,6561
943,8463
944,1818
945,3916
946,6522
947,485
948,9720
949,8635
950,831
951,3085
952,1305
954,5693
955,8650
956,9013
957,2866
958,3689
959,8168
960,3439
961,7053
962,4982
963,9260
964,7808
965,174
966,1537
967,7258
968,9018
969,3197
970,9548
971,853
972,9932
973,5572
974,4264
975,5119
977,2086
978,7399
979,8146
980,5846
981,4141
982,702
983,1316
984,3950
985,2253
986,8008
987,2148
988,3264
989,6403
990,6901
991,7088
992,6714
993,7359
994,2327
995,4312
996,8309
997,5440
998,3237
999,7334
1000,5443
1001,7310
1002,8971
1004,4996
1005,2006
1006,7326
1007,3252
1008,6441
1009,384
1010,1922
1011,7874
1012,7898
1014,5112
1015,4416
1016,4224
1017,5968
1018,5516
1019,2637
1021,4190
1022,8996
1023,7430
1024,6371
1025,736
1026,346
1027,6372
1028,2310
1029,7451
1030,1769
1031,3068
1032,4483
1033,1846
1034,6671
1035,7448
1036,8264
1037,5677
1038,4991
1040,3414
1041,8361
1042,9953
1043,8657
1044,8867
1045,3932
1046,7585
1047,3805
1048,7834
1049,9415
1051,8839
1052,1239
1053,6075
1054,3132
1055,8163
1056,3626
1057,4384
1058,9990
1059,2279
1060,5137
1061,8081
1062,4512
1063,9706
1064,9803
1065,8856
1066,3676
1067,9577
1068,3086
1069,6190
1070,7665
1071,1282
1072,3282
1073,9322
1074,6660
1075,1461
1076,3173
1077,8027
1078,4367
1079,5773
1080,6623
1081,2116
1082,8240
1083,1947
1084,4473
1086,8966
1087,6923
1088,8423
1089,328
1090,6552
1091,2330
1092,776
1093,3391
1094,461
1095,4521
1096,115
1097,7523
1098,9733
1099,1681
1100,9031
1101,104
1102,7384
1103,6069
1104,4698
1105,2652
1106,9348
1107,3575
1108,1982
1109,2519
1110,6432
1111,3892
1112,2320
1113,583
1114,9254
1115,1868
1116,8221
1117,6300
1118,3412
1119,980
1120,3133
1121,7677
1122,9861
1123,8054
1124,6779
1125,4292
1126,8416
1127,132
1128,1303
1129,2727
1130,3205
1131,5324
1132,7847
1133,4820
1134,9142
1135,3194
1136,4474
1137,9756
1138,1092
1139,2380
1140,2649
1142,2627
1143,2599
1144,6728
1145,2817
1146,8492
1147,2288
1148,8741
1149,7910
1150,9474
1151,4319
1152,7405
1153,3946
1154,7068
1155,1073
1156,5848
1157,6848
1158,3923
1159,9752
1160,6518
1161,5628
1162,6478
1163,3903
1164,1019
1165,1215
1166,168
1167,4858
1168,910
1169,1480
1170,8066
1171,3031
1172,4492
1173,4212
1174,122
1175,4744
1176,9141
1177,3289
1178,1113
1179,3678
1181,5294
1182,5059
1183,2037
1184,6486
1185,210
1186,1536
1187,6974
1188,9059
1189,11
1190,1892
1191,77
1192,867
1193,609
1194,1983
1195,8117
1196,4166
1197,8567
1198,3544
1199,4884
1201,8098
1202,9997
1203,6610
1204,7741
1205,773
1206,3941
1207,1001
1208,1623
1209,971
1210,8704
1211,8417
1212,1063
1213,4221
1214,1927
1215,5788
1216,4746
1217,1435
1218,7634
1219,4682
1220,7728
1221,158
1222,7560
1223,3344
1224,2028
1225,353
1226,958
1228,8306
1229,3379
1230,1810
1231,4437
1232,2568
1233,595
1234,1176
1235,1955
1236,1934
1237,1680
1238,7089
1239,2199
1240,6805
1241,8712
1242,5415
1243,2132
1244,9010
1245,7306
1246,652
1248,404
1249,8979
1250,7230
1251,8063
1252,517
1253,4844
1254,4911
1255,7979
1256,7304
1257,2109
1258,1972
1259,8102
1260,3596
1261,9274
1262,1130
1263,5297
1264,8807
1265,2454
1266,182
1267,1826
1268,2755
1269,8880
1270,8307
1271,8232
1272,1287
1273,2902
1274,186
1275,4686
1276,2688
1277,4021
1278,8977
1279,5791
1280,4334
1281,9036
1282,4300
1283,1759
1284,9169
1285,5330
1286,2816
1287,2357
1288,3462
1289,7385
1290,2409
1291,751
1292,8064
1293,5176
1294,2154
1295,6290
1296,7980
1297,9792
1298,9977
1299,4649
1300,9488
1301,7804
1302,3975
1303,8545
1304,5037
1305,54
1306,167
1307,536
1308,1906
1309,6126
1310,1887
1311,5870
1312,7429
1313,5959
1314,6913
1315,3540
1316,1999
1317,8695
1319,356
1320,2277
1321,7581
1322,8588
1323,3534
1324,6707
1325,3386
1326,7981
1327,634
1328,9742
1329,8726
1330,6152
1331,3291
1332,504
1333,332
1334,1276
1335,3631
1336,834
1337,93
1338,3622
1339,3672
1340,2300
1341,5296
1342,5502
1343,5549
1344,1660
1345,3930
1346,764
1347,5229
1348,5851
1349,4727
1350,268
1351,8182
1352,3152
1353,8618
1354,9723
1355,5562
1356,3041
1357,5163
1358,2595
1359,6524
1360,2803
1361,2131
1362,1295
1363,7378
1364,6693
1365,665
1366,6112
1368,9337
1369,3699
1370,2247
1371,5774
1372,2447
1373,7198
1374,5483
1375,3158
1376,7640
1377,3454
1378,9387
1379,2191
1380,575
1381,655
1382,4498
1383,4399
1384,451
1385,3425
1386,1137
1387,5835
1388,1504
1389,8360
1390,6114
1391,3401
1392,4832
1394,6331
1395,4344
1396,2292
1397,4455
1398,8166
1399,2107
1401,7836
1402,669
1403,1318
1404,9918
1405,3003
1406,2115
1407,6813
1408,9749
1409,553
1410,1931
1411,2481
1412,7522
1413,9448
1414,9412
1415,5474
1416,7491
1417,9604
1418,1418
1419,6459
1420,9877
1421,6872
1422,6048
1423,8989
1424,5462
1425,2682
1426,5616
1427,3529
1428,3324
1429,3469
1430,4759
1431,7842
1432,8189
1433,4827
1434,3137
1435,5465
1436,7469
1437,3665
1440,9326
1441,1384
1442,357
1444,5400
1445,6038
1446,7375
1448,6781
1449,9282
1450,1757
1451,8406
1452,1070
1453,1196
1454,4575
1455,9053
1456,4097
1457,8460
1458,9906
1459,509
1460,8754
1461,4148
1462,4599
1463,4270
1464,4809
1465,2628
1466,8853
1467,2560
1468,820
1469,911
1470,4446
1471,5299
1472,4784
1473,4594
1474,1253
1475,6887
1476,3084
1477,6757
1478,5350
1480,4789
1481,2135
1483,1640
1484,3729
1485,7750
1486,5587
1487,569
1488,3797
1489,6136
1490,6867
1491,5223
1492,7315
1493,5889
1494,213
1495,1816
1496,7844
1497,1624
1498,30
1499,247
1500,4243
1501,6098
1502,5545
1503,7415
1504,1641
1505,408
1506,7141
1507,8570
1508,1227
1509,5632
1510,8276
1511,1190
1512,6763
1513,9665
1514,6618
1515,9340
1516,2912
1517,1172
1518,2853
1519,5178
1520,3229
1521,8380
1522,445
1523,9246
1524,4420
1525,3843
1526,3777
1527,1833
1528,4222
1529,9652
1530,5781
1531,9428
1532,8890
1533,7120
1534,5786
1535,8493
1536,3780
1537,5840
1538,3659
1539,6288
1540,7463
1541,9627
1542,501
1543,6124
1544,3327
1545,1430
1546,7487
1547,497
1548,1890
1549,5227
1550,5231
1551,4371
1552,3461
1553,8608
1554,3651
1555,3842
1556,2390
1557,1108
1558,3320
1560,7518
1561,6727
1562,2871
1563,5485
1564,5838
1565,4810
1566,2986
1567,2143
1568,8894
1569,6860
1570,3802
1571,9117
1572,9093
1573,8882
1574,1974
1575,9149
1577,8872
1578,8865
1579,9693
1581,7107
1583,3118
1584,5332
1585,8324
1586,1046
1587,3382
1588,5994
1589,4601
1590,5173
1591,3348
1592,1847
1593,2718
1594,800
1595,4346
1596,1441
1597,4696
1598,2344
1599,4540
1600,5446
1601,5461
1602,8728
1603,4636
1604,5497
1605,795
1606,7423
1608,9146
1609,2910
1610,6055
1611,303
1612,2586
1613,8135
1614,3890
1615,9104
1616,2691
1617,6037
1618,2415
1619,3684
1620,1315
1621,2749
1622,1960
1623,8600
1624,8833
1625,3571
1626,4081
1627,3022
1628,4767
1629,8969
1630,2990
1631,7722
1632,3474
1633,591
1634,835
1635,6076
1636,5603
1637,868
1638,3409
1639,6435
1640,9021
1641,7935
1642,593
1643,9060
1644,4897
1645,8700
1646,5232
1647,759
1648,9100
1649,1866
1650,5810
1651,9521
1652,1900
1653,7497
1654,8004
1655,4538
1656,7800
1657,2112
1658,5701
1659,6256
1660,163
1661,6240
1662,6845
1663,4000
1664,6579
1665,5208
1666,1856
1667,832
1668,8126
1669,8693
1670,3803
1671,3774
1672,1780
1673,6342
1674,3601
1675,1160
1676,1328
1677,7236
1678,9180
1679,622
1680,3990
1681,1871
1682,7200
1683,545
1684,946
1685,2501
1686,3655
1687,3433
1688,419
1689,3928
1690,7396
1691,4128
1692,4481
1693,9769
1694,9768
1695,6367
1696,7357
1697,5521
1699,8076
1700,3362
1701,9622
1702,6357
1703,9600
1704,4173
1705,9347
1706,5911
1707,788
1708,2820
1709,2022
1710,2758
1711,22
1712,3724
1713,9231
1714,3081
1715,4106
1716,4495
1717,1719
1718,701
1719,4218
1720,3694
1721,5272
1722,4769
1723,4088
1724,6181
1725,1106
1726,2019
1727,2435
1728,8811
1729,2766
1730,6861
1731,5066
1732,8352
1733,8410
1734,1981
1736,939
1737,9942
1738,9065
1739,8594
1740,9835
1741,5708
1742,2217
1743,4328
1744,2618
1745,3889
1746,9140
1747,7515
1748,4398
1749,4164
1750,4316
1751,9725
1752,255
1753,3852
1754,7568
1755,8453
1756,8297
1757,9898
1758,511
1759,8765
1760,6724
1761,6555
1762,2322
1763,4202
1764,3814
1765,8661
1766,1519
1767,5472
1768,9435
1769,4083
1770,9109
1771,6130
1772,5722
1773,6210
1774,5481
1775,9358
1776,7708
1777,1077
1778,9025
1779,95
1780,4249
1781,9094
1782,3569
1783,1667
1784,5963
1785,9306
1786,3021
1787,2929
1788,6261
1789,6608
1790,8241
1791,5046
1792,2509
1793,4903
1794,4888
1795,8913
1796,4929
1797,3155
1798,8226
1799,6105
1800,6712
1801,1100
1802,2751
1803,3650
1804,7846
1805,8538
1806,7103
1807,3549
1808,8662
1809,1786
1810,5300
1811,9455
1812,4919
1813,9255
1814,6363
1815,1382
1816,967
1817,2953
1818,2410
1819,1375
1820,7024
1821,4968
1822,7672
1823,6611
1824,2931
1825,3557
1826,7186
1827,7917
1828,459
1829,2909
1830,4456
1831,5546
1832,7810
1833,4688
1834,4193
1835,3300
1836,4345
1837,4482
1838,3552
1839,24
1840,6427
1841,9158
1842,4207
1843,8802
1844,5280
1845,301
1846,3472
1847,7252
1848,8217
1850,2541
1851,5643
1853,4656
1854,3758
1855,4012
1856,1809
1857,1842
1858,9705
1859,4361
1860,1438
1861,3294
1862,8128
1864,606
1865,9095
1866,2994
1867,4449
1868,8617
1869,6439
1870,1893
1871,1692
1872,4536
1873,7501
1874,6796
1875,3592
1876,4100
1878,4401
1879,8553
1880,3577
1881,9776
1882,1853
1883,6711
1884,3102
1885,2809
1886,2959
1887,7211
1889,9691
1890,5061
1891,4061
1892,3985
1893,4598
1894,6979
1895,9985
1896,3773
1897,9202
1898,8227
1899,4485
1900,8281
1901,8653
1902,5136
1904,2490
1905,6062
1906,9090
1907,4618
1910,7116
1911,3470
1912,4942
1913,4154
1914,6081
1915,4071
1916,5850
1917,8196
1918,1919
1919,7241
1920,7770
1921,222
1922,6235
1923,7406
1924,6116
1925,5189
1926,9602
1927,2562
1928,5635
1929,8186
1930,1301
1931,6715
1932,4508
1933,570
1934,1184
1935,683
1936,777
1937,2229
1938,2799
1939,363
1940,2828
1941,477
1942,941
1944,7214
1945,8904
1946,6794
1947,4969
1948,4860
1949,5087
1950,2155
1951,9480
1952,6188
1953,7933
1954,9805
1955,3656
1956,6480
1957,5884
1958,8554
1959,9070
1960,4597
1961,8084
1962,1528
1963,9682
1964,7906
1965,3641
1966,5157
1967,3531
1968,5989
1969,5411
1970,7274
1971,9903
1972,3595
1973,8733
1974,5912
1975,1146
1976,6696
1977,188
1978,9907
1979,9194
1980,5021
1981,8428
1982,4704
1983,824
1984,7534
1985,4171
1986,6740
1987,9679
1988,4392
1989,5779
1990,3063
1991,2602
1992,9753
1993,857
1994,2859
1995,1309
1996,6233
1997,6641
1998,2643
1999,6484
2000,2845
2001,3898
2002,10000
2003,7943
2004,4513
2005,4228
2006,5588
2007,7586
2008,5680
2009,8874
2010,9332
2011,9375
2012,3035
2013,2126
2015,7919
2016,6147
2017,3753
2018,9431
2019,3456
2020,7984
2021,455
2022,9349
2023,2778
2024,1557
2025,3533
2026,6955
2027,3208
2028,3027
2029,6701
2030,1317
2031,7416
2033,7582
2034,70
2035,1563
2036,6642
2037,4851
2038,7733
2039,5630
2040,1283
2041,7990
2042,993
2043,9642
2044,9379
2045,9156
2046,9310
2047,6789
2048,8042
2049,3695
2050,2518
2051,6448
2052,1285
2053,2662
2054,2099
2055,7067
2056,6777
2057,1677
2058,6489
2059,8506
2060,3740
2061,100
2062,8304
2063,3112
2064,4992
2065,5574
2066,4895
2067,6556
2068,6295
2069,3996
2070,121
2071,8584
2072,3107
2073,9816
2074,8190
2076,3202
2077,9923
2078,7541
2079,8145
2080,2537
2081,7413
2082,8498
2083,5488
2084,3719
2085,8071
2086,6890
2087,1300
2088,4424
2089,4931
2090,579
2091,3243
2092,4440
2093,5595
2094,3977
2095,8787
2096,4700
2097,1339
2098,2609
2099,1256
2100,9889
2101,7753
2102,2924
2103,2270
2104,5926
2105,234
2106,5079
2107,3888
2108,7858
2109,193
2110,9884
2111,5914
2112,7345
2113,1930
2114,5352
2115,1744
2116,3286
2117,7562
2118,7177
2119,3408
2120,4025
2121,705
2122,3661
2123,3607
2124,6624
2125,2423
2126,5753
2127,8426
2128,9901
2129,7574
2130,3357
2131,6010
2132,4370
2134,7165
2135,4552
2136,6084
2137,3028
2138,5561
2139,7982
2140,2773
2141,7941
2142,6138
2143,9166
2144,9307
2145,3660
2146,8696
2147,4010
2148,7629
2149,6241
2150,5998
2151,8483
2153,9320
2154,9173
2155,8046
2156,5357
2157,8935
2158,4073
2159,4544
2160,5160
2161,7086
2162,8078
2163,2144
2164,9378
2165,9891
2166,9437
2167,1223
2168,8801
2169,7944
2170,2900
2171,6383
2172,3397
2173,2222
2174,7972
2175,4616
2176,6893
2177,3587
2178,6874
2179,5373
2180,4151
2181,4950
2182,1603
2183,3556
2184,5239
2185,9042
2186,8194
2187,9846
2188,4205
2189,1126
2190,71
2191,2404
2192,1714
2193,1031
2194,9272
2195,8319
2196,2607
2197,1360
2198,9848
2199,5252
2200,3636
2201,906
2202,9933
2203,7707
2204,7716
2205,6692
2206,103
2207,5029
2208,8651
2210,5195
2211,2731
2212,6721
2213,9232
2215,761
2216,3865
2217,9586
2218,9919
2219,5433
2220,7511
2221,7790
2222,2010
2223,3080
2224,4718
2225,9719
2226,9213
2227,1161
2228,4386
2229,1807
2230,254
2231,1010
2232,180
2233,9318
2234,5615
2235,9012
2236,8376
2237,4196
2238,8333
2239,2455
2240,4325
2241,6285
2242,9181
2243,9648
2244,8287
2245,6444
2246,9731
2247,8564
2248,3512
2249,9335
2250,176
2251,217
2252,4414
2253,2636
2254,3713
2255,9631
2256,7692
2257,4797
2258,2056
2259,2352
2260,9542
2261,9675
2262,8818
2263,3428
2264,696
2265,5361
2266,6483
2267,7947
2268,7307
2269,8481
2270,8636
2271,8143
2272,7232
2273,2312
2274,6935
2275,8048
2276,2996
2277,2221
2278,489
2279,9791
2280,8521
2281,3578
2282,5045
2283,4524
2284,1604
2285,448
2286,3332
2287,6346
2288,2743
2289,4333
2290,8621
2291,9931
2292,397
2293,1732
2294,6382
2295,1854
2296,8854
2297,1829
2298,4781
2299,7816
2300,8452
2301,565
2302,1512
2303,7073
2304,3884
2305,9680
2306,9654
2307,9755
2308,552
2309,8341
2310,2017
2311,2000
2312,3026
2313,5490
2314,9946
2315,6456
2316,6269
2317,4385
2318,6042
2319,3783
2320,7864
2321,7272
2322,2890
2323,584
2324,9288
2325,9123
2326,8721
2328,9438
2329,3051
2330,4447
2331,7673
2332,2634
2333,1333
2334,8689
2335,1521
2336,643
2337,3487
2338,2832
2339,3311
2340,815
2341,3762
2342,750
2343,8930
2344,5216
2345,4011
2346,7556
2347,9420
2348,7305
2349,3380
2350,5612
2351,1506
2352,3482
2353,4596
2354,5775
2355,3105
2356,1036
2357,4304
2358,1918
2359,1058
2360,6079
2362,4377
2363,7572
2365,6912
2366,7148
2367,7701
2368,7376
2369,3560
2370,828
2371,9227
2372,1666
2373,7443
2374,3376
2375,9779
2376,2436
2377,2665
2379,20
2380,4976
2381,6411
2382,4203
2384,3846
2385,917
2386,6643
2387,8383
2389,4117
2390,6323
2391,5322
2392,2134
2393,5344
2394,5663
2396,2448
2397,1564
2398,3423
2399,3691
2400,5001
2401,343
2402,9850
2403,2944
2404,2193
2405,1350
2406,5882
2407,5837
2408,1203
2409,2507
2410,5335
2411,3649
2412,9268
2413,2479
2414,1867
2415,7347
2416,8717
2417,8766
2418,6583
2419,6650
2420,7961
2421,412
2422,9677
2423,6639
2424,7628
2425,85
2426,2544
2427,4150
2429,7228
2430,8794
2431,2003
2432,632
2433,4581
2434,5637
2435,6993
2436,9239
2437,7349
2438,4912
2439,5379
2440,5196
2441,2961
2442,4003
2443,9605
2444,4125
2445,7403
2446,9722
2447,9629
2448,2733
2449,6732
2450,9066
2451,9971
2452,9526
2453,4834
2454,1634
2455,6182
2456,5688
2457,8829
2458,1359
2459,7164
2460,1674
2461,1189
2462,1740
2463,8131
2464,1953
2465,9712
2466,5582
2468,2348
2469,4638
2470,9863
2471,1247
2472,2690
2473,7393
2474,2881
2475,3875
2476,9562
2477,5736
2478,7442
2479,6234
2480,4078
2481,964
2482,4281
2483,8317
2484,8857
2485,7752
2486,3350
2487,3436
2488,6044
2489,6819
2490,3477
2491,4717
2493,6054
2494,901
2495,5757
2496,9198
2497,1381
2498,8444
2499,5904
2500,9052
2501,618
2502,3606
2503,6975
2504,516
2505,4505
2506,5457
2507,7045
2508,722
2509,3094
2510,3654
2511,9443
2512,7432
2513,9859
2514,1806
2515,7647
2516,2833
2517,4499
2518,9097
2519,4188
2520,1446
2521,7785
2522,7489
2523,9775
2524,2162
2525,3593
2526,6806
2527,1579
2528,5085
2529,7257
2530,1543
2531,6533
2532,3747
2533,6504
2534,1148
2535,8604
2536,8669
2537,1028
2538,2120
2540,4716
2541,9398
2542,2608
2543,9248
2544,7023
2545,6592
2546,309
2547,6347
2548,8478
2549,8185
2550,4210
2551,671
2552,5748
2553,8208
2554,8274
2555,4742
2556,7826
2557,8322
2558,3331
2559,2474
2560,7724
2561,9646
2562,9498
2563,1091
2564,6052
2565,4185
2566,753
2567,6628
2568,2315
2569,5337
2570,3612
2571,6911
2572,6033
2573,7291
2574,4752
2576,6379
2577,5819
2578,4378
2579,1075
2580,4348
2581,3698
2582,3690
2583,7510
2584,2802
2585,7380
2586,2200
2587,6563
2588,4824
2589,4783
2590,3004
2591,2594
2592,1652
2593,3411
2594,5217
2595,2506
2596,2874
2597,1614
2598,4765
2599,5742
2600,8948
2601,3307
2602,9004
2603,3791
2604,2465
2605,223
2606,4712
2607,7140
2608,4978
2609,6144
2610,9657
2611,7633
2612,532
2613,7698
